,carat,cut,color,clarity,depth,table,price,x,y,z,cut value,color value,clarity value
26176,0.41,IDEAL,H,SI1,61.5,55.0,763,4.78,4.81,2.95,5,3,3
26177,0.43,IDEAL,G,SI1,62.2,54.0,763,4.84,4.88,3.02,5,4,3
26178,0.3,GOOD,E,VVS1,57.8,60.0,763,4.45,4.48,2.58,2,6,7
26179,0.3,IDEAL,E,VVS1,62.5,54.0,763,4.29,4.32,2.69,5,6,7
26180,0.32,PREMIUM,H,IF,61.8,58.0,763,4.35,4.39,2.7,4,3,8
26181,0.38,VERY GOOD,G,VS1,62.0,57.0,764,4.65,4.68,2.89,3,4,5
26182,0.45,VERY GOOD,G,SI2,59.7,61.0,764,4.95,5.0,2.97,3,4,2
26183,0.47,VERY GOOD,J,SI1,62.4,58.0,764,4.94,4.99,3.1,3,1,3
26184,0.36,IDEAL,H,VVS1,62.0,54.8,764,4.57,4.59,2.84,5,3,7
26185,0.3,IDEAL,G,VVS1,61.8,57.0,764,4.32,4.36,2.68,5,4,7
26186,0.3,IDEAL,G,VVS1,62.1,57.0,764,4.27,4.29,2.66,5,4,7
26187,0.3,IDEAL,G,VVS1,62.2,57.0,764,4.3,4.32,2.68,5,4,7
26188,0.3,IDEAL,G,VVS1,61.5,57.0,764,4.28,4.31,2.64,5,4,7
26189,0.3,IDEAL,G,VVS1,62.0,58.0,764,4.27,4.31,2.66,5,4,7
26190,0.3,IDEAL,G,VVS1,61.9,57.0,764,4.28,4.31,2.66,5,4,7
26191,0.3,IDEAL,G,VVS1,61.7,54.0,764,4.32,4.34,2.67,5,4,7
26192,0.3,IDEAL,G,VVS1,61.7,57.0,764,4.31,4.35,2.67,5,4,7
26193,0.3,IDEAL,G,VVS1,61.7,57.0,764,4.32,4.34,2.67,5,4,7
26194,0.3,IDEAL,G,VVS1,61.8,56.0,764,4.32,4.36,2.68,5,4,7
26195,0.3,IDEAL,G,VVS1,61.1,57.0,764,4.32,4.35,2.65,5,4,7
26196,0.3,IDEAL,G,VVS1,62.7,54.0,764,4.3,4.34,2.71,5,4,7
26197,0.3,IDEAL,G,VVS1,61.4,58.0,764,4.31,4.35,2.66,5,4,7
26198,0.3,IDEAL,G,VVS1,62.0,54.0,764,4.35,4.36,2.7,5,4,7
26199,0.3,IDEAL,G,VVS1,62.3,54.0,764,4.32,4.35,2.7,5,4,7
26200,0.3,IDEAL,G,VVS1,62.0,58.0,764,4.28,4.3,2.66,5,4,7
26201,0.3,IDEAL,G,VVS1,61.4,57.0,764,4.32,4.35,2.66,5,4,7
26202,0.3,IDEAL,G,VVS1,62.2,57.0,764,4.28,4.3,2.67,5,4,7
26203,0.3,IDEAL,G,VVS1,61.6,58.0,764,4.31,4.32,2.66,5,4,7
26204,0.3,IDEAL,G,VVS1,61.9,54.0,764,4.33,4.36,2.69,5,4,7
26205,0.3,IDEAL,G,VVS1,61.5,55.0,764,4.33,4.35,2.67,5,4,7
26206,0.4,IDEAL,H,VS2,61.8,54.5,764,4.74,4.77,2.94,5,3,4
26207,0.3,IDEAL,H,IF,61.2,55.0,764,4.36,4.37,2.67,5,3,8
26208,0.3,IDEAL,H,IF,61.5,58.0,764,4.28,4.3,2.64,5,3,8
26209,0.3,IDEAL,H,IF,60.8,56.0,764,4.36,4.39,2.66,5,3,8
26210,0.3,IDEAL,H,IF,62.2,54.0,764,4.34,4.37,2.71,5,3,8
26211,0.3,IDEAL,H,IF,61.8,57.0,764,4.31,4.36,2.68,5,3,8
26212,0.3,IDEAL,H,IF,62.5,56.0,764,4.31,4.33,2.7,5,3,8
26213,0.3,IDEAL,H,IF,62.3,54.0,764,4.34,4.36,2.71,5,3,8
26214,0.3,IDEAL,H,IF,61.5,56.0,764,4.32,4.33,2.66,5,3,8
26215,0.3,IDEAL,H,IF,61.2,56.0,764,4.36,4.37,2.67,5,3,8
26216,0.3,IDEAL,H,IF,61.6,57.0,764,4.31,4.33,2.66,5,3,8
26217,0.3,IDEAL,H,IF,62.1,57.0,764,4.29,4.31,2.67,5,3,8
26218,0.3,IDEAL,H,IF,62.0,57.0,764,4.26,4.29,2.65,5,3,8
26219,0.3,IDEAL,H,IF,62.0,55.0,764,4.33,4.35,2.69,5,3,8
26220,0.3,IDEAL,H,IF,61.3,58.0,764,4.3,4.31,2.64,5,3,8
26221,0.43,VERY GOOD,E,SI2,59.0,60.0,765,4.9,4.96,2.91,3,6,2
26222,0.4,IDEAL,J,VS2,62.9,57.0,765,4.75,4.7,2.97,5,1,4
26223,0.3,IDEAL,I,VVS2,63.0,57.0,765,4.27,4.24,2.68,5,2,6
26224,0.34,IDEAL,G,VS2,62.1,57.0,765,4.5,4.46,2.78,5,4,4
26225,0.34,PREMIUM,G,VS2,60.3,54.0,765,4.56,4.53,2.74,4,4,4
26226,0.4,GOOD,J,VS2,64.0,57.0,765,4.7,4.67,3.0,2,1,4
26227,0.4,VERY GOOD,I,SI1,63.2,54.0,765,4.69,4.67,2.96,3,2,3
26228,0.4,IDEAL,I,SI1,61.6,56.0,765,4.74,4.68,2.9,5,2,3
26229,0.4,PREMIUM,I,SI1,59.8,57.0,765,4.83,4.8,2.88,4,2,3
26230,0.4,VERY GOOD,G,SI2,63.4,59.0,765,4.66,4.64,2.95,3,4,2
26231,0.34,IDEAL,G,VS2,61.8,56.0,765,4.52,4.48,2.78,5,4,4
26232,0.34,IDEAL,G,VS2,61.1,55.0,765,4.55,4.52,2.77,5,4,4
26233,0.34,IDEAL,G,VS2,61.5,55.0,765,4.5,4.47,2.76,5,4,4
26234,0.34,IDEAL,G,VS2,62.7,55.0,765,4.49,4.48,2.81,5,4,4
26235,0.34,PREMIUM,E,SI1,59.3,58.0,765,4.59,4.55,2.71,4,6,3
26236,0.34,PREMIUM,E,SI1,59.6,57.0,765,4.61,4.52,2.72,4,6,3
26237,0.34,GOOD,E,SI1,63.9,56.0,765,4.48,4.44,2.85,2,6,3
26238,0.34,IDEAL,E,SI1,60.7,56.0,765,4.55,4.51,2.75,5,6,3
26239,0.4,PREMIUM,J,VS2,60.9,62.0,765,4.76,4.73,2.89,4,1,4
26240,0.4,PREMIUM,J,VS2,62.5,60.0,765,4.71,4.67,2.93,4,1,4
26241,0.4,GOOD,I,SI1,63.9,57.0,765,4.7,4.66,2.99,2,2,3
26242,0.4,VERY GOOD,I,SI1,63.2,55.0,765,4.72,4.68,2.97,3,2,3
26243,0.4,VERY GOOD,G,SI2,63.1,59.0,765,4.7,4.65,2.95,3,4,2
26244,0.4,PREMIUM,G,SI2,61.9,61.0,765,4.74,4.69,2.92,4,4,2
26245,0.4,VERY GOOD,G,SI2,63.2,56.0,765,4.73,4.7,2.98,3,4,2
26246,0.34,VERY GOOD,I,VVS2,63.1,56.0,765,4.47,4.43,2.81,3,2,6
26247,0.34,PREMIUM,I,VVS2,61.5,60.0,765,4.49,4.45,2.75,4,2,6
26248,0.34,PREMIUM,I,VVS2,61.3,57.0,765,4.52,4.49,2.76,4,2,6
26249,0.34,PREMIUM,H,VS1,61.6,59.0,765,4.54,4.49,2.78,4,3,5
26250,0.34,PREMIUM,H,VS1,61.4,59.0,765,4.53,4.5,2.77,4,3,5
26251,0.34,PREMIUM,H,VS1,62.1,58.0,765,4.49,4.46,2.78,4,3,5
26252,0.34,IDEAL,H,VS1,62.1,57.0,765,4.51,4.48,2.79,5,3,5
26253,0.34,IDEAL,H,VS1,62.7,55.0,765,4.51,4.48,2.82,5,3,5
26254,0.34,PREMIUM,H,VS1,60.8,59.0,765,4.53,4.48,2.74,4,3,5
26255,0.34,PREMIUM,H,VS1,61.3,56.0,765,4.53,4.48,2.76,4,3,5
26256,0.34,IDEAL,H,VS1,62.5,57.0,765,4.46,4.43,2.78,5,3,5
26257,0.34,PREMIUM,H,VS1,62.2,58.0,765,4.48,4.43,2.77,4,3,5
26258,0.34,IDEAL,H,VS1,62.3,55.0,765,4.48,4.45,2.78,5,3,5
26259,0.34,IDEAL,H,VS1,62.7,57.0,765,4.48,4.45,2.8,5,3,5
26260,0.34,PREMIUM,H,VS1,60.6,60.0,765,4.49,4.45,2.71,4,3,5
26261,0.34,VERY GOOD,H,VS1,63.1,57.0,765,4.44,4.4,2.79,3,3,5
26262,0.34,PREMIUM,G,VS2,60.2,58.0,765,4.55,4.52,2.73,4,4,4
26263,0.34,PREMIUM,G,VS2,60.3,59.0,765,4.53,4.49,2.72,4,4,4
26264,0.34,IDEAL,G,VS2,61.9,55.0,765,4.53,4.49,2.79,5,4,4
26265,0.34,PREMIUM,G,VS2,61.1,60.0,765,4.53,4.51,2.76,4,4,4
26266,0.34,PREMIUM,G,VS2,61.3,58.0,765,4.53,4.51,2.77,4,4,4
26267,0.34,PREMIUM,G,VS2,60.2,58.0,765,4.56,4.51,2.73,4,4,4
26268,0.34,IDEAL,G,VS2,61.0,57.0,765,4.5,4.48,2.74,5,4,4
26269,0.34,IDEAL,G,VS2,61.4,57.0,765,4.51,4.48,2.76,5,4,4
26270,0.34,IDEAL,G,VS2,61.7,56.0,765,4.53,4.48,2.78,5,4,4
26271,0.34,IDEAL,G,VS2,61.3,55.0,765,4.51,4.49,2.76,5,4,4
26272,0.34,PREMIUM,G,VS2,60.3,58.0,765,4.53,4.49,2.72,4,4,4
26273,0.34,PREMIUM,G,VS2,61.8,58.0,765,4.5,4.47,2.77,4,4,4
26274,0.34,IDEAL,G,VS2,62.0,54.0,765,4.5,4.47,2.78,5,4,4
26275,0.34,IDEAL,G,VS2,62.0,56.0,765,4.5,4.47,2.78,5,4,4
26276,0.34,IDEAL,G,VS2,62.2,55.0,765,4.5,4.47,2.79,5,4,4
26277,0.34,IDEAL,G,VS2,61.5,57.0,765,4.51,4.47,2.76,5,4,4
26278,0.34,IDEAL,G,VS2,62.1,55.0,765,4.49,4.46,2.78,5,4,4
26279,0.34,PREMIUM,G,VS2,61.2,58.0,765,4.5,4.46,2.74,4,4,4
26280,0.34,IDEAL,G,VS2,62.5,57.0,765,4.5,4.46,2.8,5,4,4
26281,0.34,IDEAL,G,VS2,62.2,53.0,765,4.51,4.46,2.79,5,4,4
26282,0.34,PREMIUM,G,VS2,61.6,60.0,765,4.49,4.47,2.76,4,4,4
26283,0.34,IDEAL,G,VS2,61.5,56.0,765,4.5,4.47,2.76,5,4,4
26284,0.34,PREMIUM,G,VS2,61.6,58.0,765,4.51,4.45,2.76,4,4,4
26285,0.34,IDEAL,G,VS2,62.9,55.0,765,4.52,4.45,2.82,5,4,4
26286,0.34,IDEAL,G,VS2,62.0,55.0,765,4.48,4.46,2.77,5,4,4
26287,0.34,PREMIUM,G,VS2,61.0,58.0,765,4.49,4.46,2.73,4,4,4
26288,0.34,PREMIUM,G,VS2,62.0,59.0,765,4.47,4.43,2.76,4,4,4
26289,0.34,VERY GOOD,G,VS2,63.1,57.0,765,4.47,4.43,2.81,3,4,4
26290,0.34,PREMIUM,G,VS2,61.2,59.0,765,4.49,4.43,2.73,4,4,4
26291,0.34,IDEAL,G,VS2,62.2,57.0,765,4.47,4.44,2.77,5,4,4
26292,0.34,PREMIUM,G,VS2,61.2,62.0,765,4.48,4.44,2.73,4,4,4
26293,0.34,PREMIUM,E,SI1,59.0,60.0,765,4.62,4.56,2.71,4,6,3
26294,0.34,IDEAL,E,SI1,61.7,56.0,765,4.52,4.49,2.78,5,6,3
26295,0.34,IDEAL,E,SI1,61.4,54.0,765,4.53,4.5,2.77,5,6,3
26296,0.34,PREMIUM,E,SI1,60.3,57.0,765,4.56,4.53,2.74,4,6,3
26297,0.34,IDEAL,E,SI1,62.3,57.0,765,4.51,4.48,2.8,5,6,3
26298,0.34,IDEAL,E,SI1,61.4,55.0,765,4.54,4.48,2.77,5,6,3
26299,0.34,PREMIUM,E,SI1,60.7,60.0,765,4.51,4.48,2.73,4,6,3
26300,0.34,IDEAL,E,SI1,60.7,57.0,765,4.51,4.48,2.73,5,6,3
26301,0.34,IDEAL,E,SI1,61.0,57.0,765,4.51,4.48,2.74,5,6,3
26302,0.34,IDEAL,E,SI1,62.9,55.0,765,4.5,4.47,2.82,5,6,3
26303,0.34,IDEAL,E,SI1,62.1,55.0,765,4.51,4.47,2.79,5,6,3
26304,0.34,VERY GOOD,E,SI1,63.2,55.0,765,4.49,4.46,2.83,3,6,3
26305,0.34,PREMIUM,E,SI1,61.8,58.0,765,4.5,4.47,2.77,4,6,3
26306,0.34,VERY GOOD,E,SI1,63.3,56.0,765,4.44,4.41,2.8,3,6,3
26307,0.34,IDEAL,E,SI1,63.0,55.0,765,4.47,4.42,2.8,5,6,3
26308,0.34,PREMIUM,E,SI1,61.9,59.0,765,4.48,4.44,2.76,4,6,3
26309,0.34,IDEAL,E,SI1,61.8,56.0,765,4.48,4.45,2.76,5,6,3
26310,0.34,IDEAL,E,SI1,62.9,56.0,765,4.48,4.45,2.81,5,6,3
26311,0.34,IDEAL,E,SI1,62.2,55.0,765,4.49,4.45,2.78,5,6,3
26312,0.34,IDEAL,E,SI1,62.7,55.0,765,4.47,4.46,2.8,5,6,3
26313,0.34,IDEAL,E,SI1,62.0,57.0,765,4.48,4.46,2.77,5,6,3
26314,0.34,PREMIUM,G,VS2,62.4,59.0,765,4.47,4.41,2.77,4,4,4
26315,0.31,VERY GOOD,E,VVS2,61.1,55.0,766,4.39,4.41,2.69,3,6,6
26316,0.31,IDEAL,E,VVS2,61.4,56.0,766,4.36,4.4,2.69,5,6,6
26317,0.31,IDEAL,E,VVS2,61.7,56.0,766,4.37,4.38,2.7,5,6,6
26318,0.3,IDEAL,E,VVS2,61.9,59.0,766,4.27,4.3,2.65,5,6,6
26319,0.3,IDEAL,E,VVS2,62.2,57.0,766,4.28,4.31,2.67,5,6,6
26320,0.3,IDEAL,E,VVS2,61.5,58.0,766,4.29,4.3,2.64,5,6,6
26321,0.3,IDEAL,E,VVS2,61.9,55.0,766,4.3,4.33,2.67,5,6,6
26322,0.3,IDEAL,E,VVS2,61.9,58.0,766,4.28,4.32,2.66,5,6,6
26323,0.3,IDEAL,E,VVS2,61.9,58.0,766,4.27,4.29,2.65,5,6,6
26324,0.3,IDEAL,E,VVS2,62.3,57.0,766,4.29,4.31,2.68,5,6,6
26325,0.3,IDEAL,E,VVS2,61.6,58.0,766,4.28,4.33,2.65,5,6,6
26326,0.3,IDEAL,E,VVS2,62.1,57.0,766,4.27,4.3,2.66,5,6,6
26327,0.3,IDEAL,E,VVS2,62.3,56.0,766,4.28,4.32,2.68,5,6,6
26328,0.3,IDEAL,E,VVS2,62.3,57.0,766,4.29,4.32,2.68,5,6,6
26329,0.3,IDEAL,E,VVS2,61.6,56.0,766,4.32,4.35,2.67,5,6,6
26330,0.3,IDEAL,E,VVS2,62.3,56.0,766,4.3,4.34,2.69,5,6,6
26331,0.31,IDEAL,D,VS1,60.5,57.0,766,4.4,4.43,2.67,5,7,5
26332,0.31,IDEAL,D,VS1,61.6,55.0,766,4.37,4.4,2.7,5,7,5
26333,0.38,IDEAL,I,VVS2,62.6,54.0,766,4.62,4.65,2.9,5,2,6
26334,0.38,IDEAL,G,VS2,62.2,56.0,766,4.62,4.64,2.88,5,4,4
26335,0.38,VERY GOOD,G,VS2,60.4,57.0,766,4.67,4.7,2.83,3,4,4
26336,0.38,VERY GOOD,G,VS2,59.9,58.0,766,4.72,4.77,2.84,3,4,4
26337,0.38,VERY GOOD,G,VS2,60.1,61.0,766,4.63,4.66,2.79,3,4,4
26338,0.38,PREMIUM,H,VS1,61.6,58.0,766,4.65,4.7,2.88,4,3,5
26339,0.38,VERY GOOD,G,VS2,60.8,61.0,766,4.65,4.66,2.83,3,4,4
26340,0.38,VERY GOOD,G,VS2,59.2,60.0,766,4.7,4.73,2.79,3,4,4
26341,0.38,PREMIUM,G,VS2,59.3,59.0,766,4.71,4.74,2.8,4,4,4
26342,0.31,IDEAL,D,VVS2,61.6,56.0,766,4.34,4.38,2.69,5,7,6
26343,0.31,IDEAL,D,VVS2,62.4,56.0,766,4.34,4.38,2.72,5,7,6
26344,0.31,IDEAL,D,VVS2,62.0,56.0,766,4.34,4.37,2.7,5,7,6
26345,0.31,IDEAL,D,VVS2,61.9,56.0,766,4.37,4.39,2.71,5,7,6
26346,0.31,IDEAL,D,VVS2,61.9,57.0,766,4.31,4.35,2.68,5,7,6
26347,0.39,VERY GOOD,J,VVS1,57.8,59.0,767,4.85,4.9,2.82,3,1,7
26348,0.31,IDEAL,E,VVS2,61.9,54.0,767,4.38,4.41,2.72,5,6,6
26349,0.31,IDEAL,E,VVS2,60.8,56.0,767,4.39,4.42,2.68,5,6,6
26350,0.36,IDEAL,E,VS1,60.8,55.0,767,4.58,4.63,2.8,5,6,5
26351,0.35,IDEAL,E,VS2,62.1,56.0,767,4.52,4.53,2.81,5,6,4
26352,0.35,IDEAL,E,VS2,61.7,55.0,767,4.54,4.57,2.81,5,6,4
26353,0.35,IDEAL,E,VS2,62.0,57.0,767,4.51,4.55,2.81,5,6,4
26354,0.35,IDEAL,E,VS2,61.6,56.0,767,4.52,4.54,2.79,5,6,4
26355,0.35,PREMIUM,E,VS2,61.6,58.0,767,4.52,4.57,2.8,4,6,4
26356,0.35,IDEAL,E,VS2,61.6,55.0,767,4.49,4.54,2.78,5,6,4
26357,0.35,IDEAL,E,VS2,61.7,56.0,767,4.52,4.56,2.8,5,6,4
26358,0.35,VERY GOOD,E,VS2,62.1,59.0,767,4.46,4.49,2.78,3,6,4
26359,0.35,IDEAL,E,VS2,62.5,55.0,767,4.5,4.52,2.82,5,6,4
26360,0.35,IDEAL,E,VS2,62.0,55.0,767,4.52,4.54,2.81,5,6,4
26361,0.35,PREMIUM,E,VS2,59.2,58.0,767,4.59,4.63,2.73,4,6,4
26362,0.35,IDEAL,E,VS2,62.2,56.0,767,4.51,4.53,2.81,5,6,4
26363,0.35,PREMIUM,E,VS2,60.4,60.0,767,4.52,4.55,2.74,4,6,4
26364,0.35,VERY GOOD,E,VS2,58.9,59.0,767,4.59,4.64,2.72,3,6,4
26365,0.3,IDEAL,J,SI1,62.3,57.0,367,4.27,4.3,2.67,5,1,3
26366,0.2,PREMIUM,E,VS2,59.8,62.0,367,3.79,3.77,2.26,4,6,4
26367,0.2,PREMIUM,E,VS2,59.0,60.0,367,3.81,3.78,2.24,4,6,4
26368,0.2,PREMIUM,E,VS2,61.1,59.0,367,3.81,3.78,2.32,4,6,4
26369,0.2,PREMIUM,E,VS2,59.7,62.0,367,3.84,3.8,2.28,4,6,4
26370,0.2,IDEAL,E,VS2,59.7,55.0,367,3.86,3.84,2.3,5,6,4
26371,0.2,IDEAL,D,VS2,61.5,57.0,367,3.81,3.77,2.33,5,7,4
26372,0.2,VERY GOOD,E,VS2,63.4,59.0,367,3.74,3.71,2.36,3,6,4
26373,0.2,IDEAL,E,VS2,62.2,57.0,367,3.76,3.73,2.33,5,6,4
26374,0.2,PREMIUM,D,VS2,62.3,60.0,367,3.73,3.68,2.31,4,7,4
26375,0.2,PREMIUM,D,VS2,61.7,60.0,367,3.77,3.72,2.31,4,7,4
26376,0.25,IDEAL,H,VS2,61.0,55.0,367,4.09,4.11,2.5,5,3,4
26377,0.3,PREMIUM,J,VS2,62.2,58.0,368,4.28,4.3,2.67,4,1,4
26378,0.3,GOOD,H,SI2,63.9,56.0,368,4.24,4.27,2.72,2,3,2
26379,0.3,VERY GOOD,J,VS2,61.6,61.0,368,4.28,4.33,2.65,3,1,4
26380,0.3,GOOD,J,VS2,63.4,57.0,368,4.22,4.26,2.69,2,1,4
26381,0.3,PREMIUM,J,VS2,60.6,59.0,368,4.34,4.38,2.64,4,1,4
26382,0.3,PREMIUM,H,SI2,60.9,59.0,368,4.32,4.35,2.64,4,3,2
26383,0.23,VERY GOOD,G,VS2,62.8,53.0,369,3.91,3.93,2.46,3,4,4
26384,0.23,VERY GOOD,H,IF,63.9,55.0,369,3.89,3.9,2.49,3,3,8
26385,0.23,FAIR,G,VVS2,61.4,66.0,369,3.87,3.91,2.39,1,4,6
26386,0.26,IDEAL,I,VS2,61.8,55.0,371,4.12,4.17,2.56,5,2,4
26387,0.32,IDEAL,I,SI2,61.7,55.0,371,4.39,4.42,2.72,5,2,2
26388,0.27,FAIR,E,VS1,66.4,58.0,371,3.99,4.02,2.66,1,6,5
26389,0.31,IDEAL,I,SI2,62.0,54.1,372,4.32,4.35,2.69,5,2,2
26390,0.24,VERY GOOD,D,VS2,61.4,60.0,373,3.98,4.0,2.45,3,7,4
26391,0.23,VERY GOOD,E,VS2,62.5,59.0,373,3.91,3.96,2.46,3,6,4
26392,0.32,IDEAL,I,SI1,61.2,56.0,450,4.4,4.44,2.7,5,2,3
26393,0.32,IDEAL,I,SI1,60.5,58.0,450,4.43,4.49,2.7,5,2,3
26394,0.3,IDEAL,H,SI1,61.9,57.0,450,4.3,4.32,2.67,5,3,3
26395,0.3,IDEAL,H,SI1,62.4,55.0,450,4.3,4.32,2.69,5,3,3
26396,0.3,IDEAL,H,SI1,62.2,57.0,450,4.26,4.29,2.66,5,3,3
26397,0.3,IDEAL,H,SI1,61.3,58.0,450,4.3,4.34,2.65,5,3,3
26398,0.3,IDEAL,H,SI1,62.2,57.0,450,4.27,4.28,2.66,5,3,3
26399,0.3,IDEAL,H,SI1,62.2,57.0,450,4.26,4.29,2.66,5,3,3
26400,0.3,IDEAL,H,SI1,62.2,57.0,450,4.27,4.31,2.67,5,3,3
26401,0.3,IDEAL,H,SI1,62.2,57.0,450,4.27,4.28,2.66,5,3,3
26402,0.3,IDEAL,H,SI1,61.6,54.0,450,4.33,4.37,2.68,5,3,3
26403,0.3,IDEAL,H,SI1,60.9,58.0,450,4.31,4.33,2.63,5,3,3
26404,0.3,IDEAL,H,SI1,62.1,55.0,450,4.3,4.33,2.68,5,3,3
26405,0.3,IDEAL,H,SI1,62.0,56.0,450,4.29,4.32,2.67,5,3,3
26406,0.3,IDEAL,H,SI1,62.1,56.0,450,4.29,4.31,2.67,5,3,3
26407,0.3,VERY GOOD,I,SI2,63.3,56.0,450,4.3,4.26,2.71,3,2,2
26408,0.3,PREMIUM,J,SI1,62.7,59.0,450,4.27,4.21,2.66,4,1,3
26409,0.3,VERY GOOD,J,SI1,63.4,54.0,450,4.29,4.23,2.7,3,1,3
26410,0.3,GOOD,J,SI1,63.8,56.0,450,4.26,4.23,2.71,2,1,3
26411,0.33,PREMIUM,J,VS2,59.6,61.0,450,4.53,4.49,2.69,4,1,4
26412,0.25,VERY GOOD,H,VVS1,60.1,62.0,450,4.08,4.11,2.46,3,3,7
26413,0.25,IDEAL,H,VVS1,62.5,56.0,450,4.03,4.06,2.53,5,3,7
26414,0.25,PREMIUM,H,VVS1,59.8,59.0,450,4.07,4.09,2.44,4,3,7
26415,0.25,VERY GOOD,G,VVS1,63.7,54.0,451,3.98,4.03,2.55,3,4,7
26416,0.27,IDEAL,H,VS2,61.7,56.0,451,4.13,4.17,2.56,5,3,4
26417,0.33,IDEAL,J,VS1,61.6,54.0,451,4.5,4.52,2.78,5,1,5
26418,0.39,IDEAL,J,SI2,62.6,54.0,451,4.64,4.69,2.92,5,1,2
26419,0.37,IDEAL,J,SI1,62.2,53.0,451,4.63,4.67,2.89,5,1,3
26420,0.28,VERY GOOD,E,VS1,59.0,60.0,452,4.26,4.32,2.53,3,6,5
26421,0.28,VERY GOOD,E,VS1,61.4,60.0,452,4.16,4.24,2.58,3,6,5
26422,0.35,IDEAL,E,VS2,61.5,55.0,767,4.52,4.56,2.79,5,6,4
26423,0.35,PREMIUM,E,VS2,60.7,60.0,767,4.55,4.58,2.77,4,6,4
26424,0.35,PREMIUM,E,VS2,60.9,59.0,767,4.54,4.56,2.77,4,6,4
26425,0.35,PREMIUM,E,VS2,59.5,58.0,767,4.59,4.62,2.74,4,6,4
26426,0.35,IDEAL,E,VS2,62.4,57.0,767,4.52,4.55,2.83,5,6,4
26427,0.32,IDEAL,E,VS2,61.8,54.0,768,4.43,4.4,2.73,5,6,4
26428,0.32,IDEAL,E,VS2,61.4,56.0,768,4.45,4.41,2.72,5,6,4
26429,0.38,IDEAL,I,VVS2,62.0,54.5,768,4.66,4.69,2.9,5,2,6
26430,0.37,IDEAL,I,VVS1,60.6,57.0,768,4.63,4.66,2.81,5,2,7
26431,0.38,IDEAL,G,VS2,61.5,54.4,768,4.65,4.7,2.88,5,4,4
26432,0.38,IDEAL,G,VS2,62.1,54.5,768,4.64,4.69,2.9,5,4,4
26433,0.37,IDEAL,E,VS2,60.1,59.0,768,4.64,4.68,2.8,5,6,4
26434,0.38,IDEAL,H,VS1,62.2,53.7,768,4.63,4.68,2.9,5,3,5
26435,0.33,IDEAL,E,VS1,61.7,54.0,768,4.45,4.47,2.75,5,6,5
26436,0.32,PREMIUM,E,VS2,61.6,59.0,768,4.43,4.4,2.72,4,6,4
26437,0.32,IDEAL,E,VS2,62.1,55.0,768,4.43,4.4,2.74,5,6,4
26438,0.32,IDEAL,E,VS2,60.8,57.0,769,4.39,4.42,2.68,5,6,4
26439,0.26,VERY GOOD,E,VVS2,63.1,59.0,769,4.08,4.04,2.56,3,6,6
26440,0.26,IDEAL,E,VVS1,62.0,56.0,769,4.13,4.09,2.55,5,6,7
26441,0.26,PREMIUM,E,VVS1,61.7,59.0,769,4.14,4.1,2.54,4,6,7
26442,0.26,PREMIUM,E,VVS1,61.8,58.0,769,4.14,4.11,2.55,4,6,7
26443,0.26,IDEAL,E,VVS2,62.3,57.0,769,4.09,4.06,2.54,5,6,6
26444,0.26,IDEAL,E,VVS2,61.5,56.0,769,4.11,4.08,2.52,5,6,6
26445,0.26,IDEAL,E,VVS2,62.0,56.0,769,4.13,4.1,2.55,5,6,6
26446,0.26,IDEAL,E,VVS2,62.2,56.0,769,4.15,4.12,2.57,5,6,6
26447,0.26,IDEAL,E,VVS1,61.7,57.0,769,4.1,4.07,2.52,5,6,7
26448,0.26,PREMIUM,E,VVS1,62.9,58.0,769,4.08,4.06,2.56,4,6,7
26449,0.26,PREMIUM,E,VVS1,62.3,60.0,769,4.09,4.07,2.54,4,6,7
26450,0.26,IDEAL,D,VVS2,62.5,56.0,769,4.11,4.08,2.56,5,7,6
26451,0.26,IDEAL,D,VVS2,61.4,56.0,769,4.15,4.12,2.54,5,7,6
26452,0.33,VERY GOOD,E,VVS1,63.2,53.0,770,4.42,4.47,2.81,3,6,7
26453,0.4,VERY GOOD,H,VS1,61.8,53.0,770,4.76,4.78,2.95,3,3,5
26454,0.4,VERY GOOD,E,VS2,59.4,58.0,770,4.78,4.82,2.85,3,6,4
26455,0.4,IDEAL,I,VVS2,61.6,56.0,770,4.75,4.76,2.93,5,2,6
26456,0.4,IDEAL,I,VS2,61.7,57.0,770,4.73,4.77,2.93,5,2,4
26457,0.4,IDEAL,H,SI1,61.7,56.0,770,4.72,4.77,2.93,5,3,3
26458,0.31,PREMIUM,G,VS1,59.9,59.0,770,4.44,4.41,2.65,4,4,5
26459,0.38,PREMIUM,J,VS1,62.1,60.0,770,4.64,4.6,2.87,4,1,5
26460,0.42,VERY GOOD,I,VVS2,61.7,55.0,771,4.81,4.85,2.98,3,2,6
26461,0.41,PREMIUM,E,SI2,60.6,60.0,771,4.83,4.8,2.92,4,6,2
26462,0.42,IDEAL,I,VS1,61.7,54.0,771,4.8,4.82,2.97,5,2,5
26463,0.42,IDEAL,I,VS1,61.5,55.0,771,4.83,4.86,2.98,5,2,5
26464,0.42,IDEAL,I,VS1,61.5,56.0,771,4.83,4.86,2.98,5,2,5
26465,0.35,IDEAL,E,VS1,61.6,55.1,771,4.54,4.58,2.81,5,6,5
26466,0.33,IDEAL,E,VS1,61.5,56.2,771,4.42,4.45,2.73,5,6,5
26467,0.33,IDEAL,E,VS1,62.3,53.8,771,4.42,4.44,2.76,5,6,5
